Well,comp,Avg_cbd,Avg_control,SD_cbd,SD_control,ratio,log2ratio,ratioSD,well_type,correction,significance,sign_values
A02,200,0.9869579454652013,1.0431696740174121,0.04664296711153144,0.06273427535481946,0.9461144912929356,-0.07991331721487775,0.07236408361270096,cbd,1.0908426585183375,0,-0
B02,200,1.0193204122260056,0.9577100201397717,0.03909498285740721,0.007861022476697363,1.064330946518908,0.08994681687598649,0.04174566660893158,cbd,0.9808396133010447,0,0
C02,200,1.0478628865708841,1.0284453065962291,0.04095959770579797,0.00975908492670879,1.018880517855558,0.026984879370278877,0.04098345601650955,cbd,0.9369136058225389,0,0
D02,200,0.970212095531236,0.9509925830875673,0.027520987433490872,0.02364796698218372,1.020209949883383,0.028866076203712766,0.03848471652331646,cbd,0.94324051683675,0,0
E02,200,0.9756466602066728,1.0196824161590197,0.015707691774971742,0.034788397903483724,0.9568142440680477,-0.06368922782900818,0.03609568617038826,cbd,1.0290056164088242,0,-0
A01,200,0.8636186885761221,1.0609314652039625,0.012797565007031005,0.015063024416210036,0.8140192999272509,-0.29686509452452525,0.016705652868155146,dmso,0.8474306056635612,2,-0.29686509452452525
B01,200,0.8097799229504389,0.9430102424891871,0.02650360072057532,0.040817736808740915,0.8587180567762753,-0.2197435663861283,0.046598900464310825,dmso,0.951915857704897,2,-0.2197435663861283
C01,200,0.8467553251641385,0.9898624798143988,0.013619048696898806,0.010148374209876458,0.8554272360367744,-0.22528295282433203,0.0163159964945747,dmso,0.8880592290259238,2,-0.22528295282433203
D01,200,0.8404446777663662,0.9700393661645499,0.011172531690184142,0.018229003114045853,0.8664026503268731,-0.2068904387283009,0.019943449577643737,dmso,0.9062895494821606,2,-0.2068904387283009
E12,200,0.8539692248209007,1.0418975415206202,0.03054318723583085,0.04734323212022112,0.8196287934172074,-0.28695742802166024,0.04739665408991753,dmso,0.9144221015970424,2,-0.28695742802166024
F12,200,0.8464825956991975,1.023195484480769,0.07883716169100927,0.07059266844880913,0.8272931307244322,-0.2735294918367757,0.09588778752967186,dmso,1.019068705783776,0,-0
G12,200,0.8757041917896193,1.0009671167848198,0.06094601169649533,0.016999315268419003,0.8748581018349991,-0.1928790578053254,0.06267368716748604,dmso,1.0002054761699712,0,-0
H12,200,0.8267840963719294,1.0239869129535533,0.06529274694870794,0.02593831930959364,0.8074166631555684,-0.30861473397451317,0.06696309458988109,dmso,0.9413428523353305,2,-0.30861473397451317
A12,200,0.2021325903135973,0.2417905721445298,0.014428406569398769,0.001002777991105647,0.8359821002151109,-0.25845604278139267,0.0597737913241124,PC,0.9555296828633357,2,-0.25845604278139267
B12,200,0.19923507104581392,0.23097928961010755,0.016433932103210303,0.002673193726437318,0.8625668187919454,-0.21329187531974547,0.071845857461011,PC,1.0062585337139673,0,-0
C12,200,0.20263994311942446,0.24011151077732482,0.016504588831255915,0.0031318095246350296,0.8439409775208535,-0.2447859898121331,0.06961299140034874,PC,0.9831669603215509,2,-0.2447859898121331
D12,200,0.20668422385387925,0.24485622215610836,0.017526000075958798,0.0046524403130388196,0.8441044382450182,-0.24450658503467018,0.07335161750071567,PC,0.9908076732464496,2,-0.24450658503467018
E01,200,0.2264488378662017,0.27405795756190793,0.01434642412200639,0.0015673041863619066,0.826280834465638,-0.2752958899606706,0.05256098443539748,PC,0.931402803336433,2,-0.2752958899606706
F01,200,0.21920456550034761,0.2474832835110317,0.02415765142422988,0.005518020241457937,0.8857348358665059,-0.1750532338465832,0.09959099082772113,PC,1.0849168175219481,0,-0
G01,200,0.21913182170732215,0.26714114444663306,0.01842678940562925,0.013527819150244461,0.8202848054770472,-0.285803189900072,0.0805194443151433,PC,0.9813236941073338,2,-0.285803189900072
H01,200,0.19646837929049335,0.23059661748417673,0.014559264336786164,0.003949840971246077,0.8520002653723868,-0.23107421508018444,0.06480204280475364,PC,0.9816043509818941,2,-0.23107421508018444
A03,200,0.9687933780131401,0.997839904079428,0.04158542351064327,0.032798422800731634,0.9708905948263462,-0.04261936071990635,0.052490549672110996,test_compounds,1.0758716941705682,0,-0
A04,200,1.0119880010285662,1.0270788068716359,0.02123865955295383,0.10966787866048507,0.9853070614035602,-0.021354698308915027,0.10722059465403248,test_compounds,1.199748250711625,0,-0
A05,200,1.033449244639541,1.0029406173622406,0.03710596839405685,0.051041126183174725,1.0304191761198571,0.04323134739629526,0.06417707795099546,test_compounds,0.9020650202178662,0,0
A06,200,1.0186701952106132,1.0011779624513844,0.02461605306039774,0.03608376120859496,1.0174716518094338,0.024988599539504854,0.04415073920150547,test_compounds,0.9291701734064228,0,0
A07,200,1.0047543278967903,1.0053114585342025,0.037374670341951945,0.021076240369422045,0.9994458129043665,-7.997445991374348e-4,0.04267533261591857,test_compounds,1.0847964781362036,0,-0
A08,200,1.0361811586126555,1.050350639139459,0.04425640391027644,0.03956386454603108,0.9865097615988386,-0.019594768276532296,0.0561796326055358,test_compounds,1.0988690268099102,0,-0
A09,200,1.0019772278605956,1.0478371482006952,0.04164011229421412,0.04051687533595435,0.9562337330578053,-0.06456479435047333,0.05428015141746282,test_compounds,1.064794035892731,0,-0
A10,200,1.0209001065559034,1.0361598932835492,0.007461629872001434,0.014539926308099202,0.9852727490934935,-0.021404939562089293,0.015588840573908655,test_compounds,1.0164504302413109,0,-0
A11,200,0.9366874126358911,0.9794422290856011,0.030245865441558904,0.05921896464506804,0.9563477914469488,-0.06439272171411684,0.06555207443715062,test_compounds,1.0874519403212501,0,-0
B03,200,0.47453369141295737,0.5081649073823618,0.04274346391778973,0.011837592471095105,0.9338183029153978,-0.09878622908890379,0.08688070318520844,test_compounds,1.1075797092858146,0,-0
B04,200,0.9049793924917577,0.879579865264523,0.08416818746291908,0.037764358571816245,1.028876885693144,0.04107036121513329,0.10539548823305306,test_compounds,0.8180859092270379,0,0
B05,200,0.9076527344940986,0.9353365310771742,0.04451530570354461,0.0496667302256051,0.9704023143935223,-0.043345103620946936,0.07014476098471982,test_compounds,1.1106918363629619,0,-0
B06,200,0.9066401512875996,0.8776970665211342,0.025477038396976768,0.054570604489294815,1.0329761666871977,0.0468069680472619,0.07048000766841278,test_compounds,0.8920161513503722,0,0
B07,200,0.9975738453975241,0.9744920176235524,0.055597946218440296,0.054654555204885165,1.0236860101022276,0.03377327282502668,0.080940700105877,test_compounds,0.8618046098904736,0,0
B08,200,0.9425701408893749,0.9557509173819819,0.050004947652754636,0.036113553823375194,0.9862089836871806,-0.02003470002651685,0.06423415386629713,test_compounds,1.114677291419775,0,-0
B09,200,0.9261242608005484,0.9209477066024288,0.016697310981057877,0.043714280027533206,1.0056208991683329,0.00808653777997314,0.051060729949585035,test_compounds,0.9034994392691628,0,0
B10,200,0.600877145080838,0.5267896067021032,0.024291156760205334,0.05395975089828101,1.1406397116346887,0.1898431664552809,0.12560742100991856,test_compounds,0.8894248696148516,0,0
B11,200,0.4791779719757444,0.5791281730626084,0.01406695711237287,0.019847923483001986,0.8274126424237029,-0.27332109353544165,0.037338001282082076,test_compounds,0.9020886449878671,2,-0.27332109353544165
C03,200,1.0075232850203566,0.9926018344136583,0.04467286266976863,0.03409474479299363,1.0150326647497205,0.021526155503216803,0.05693072606750233,test_compounds,0.9011712126147159,0,0
C04,200,0.6827852849228259,0.6653372901413218,0.012686086963136809,0.013303512097257074,1.0262242850957564,0.037346071718420686,0.028010820540739726,test_compounds,0.9702026440142769,0,0
C05,200,0.6880525136310731,0.7049435779254902,0.07305952460585205,0.016073844283594065,0.9760391259338455,-0.034989113431845825,0.1060014277500917,test_compounds,1.1880419814340288,0,-0
C06,200,0.8616462454906608,0.8567206050172631,0.030953004599003554,0.030843545270432936,1.0057494128710707,0.008270895757983093,0.0511510734606303,test_compounds,0.9034472659498101,0,0
C07,200,1.0332103540146842,1.0542199392046407,0.09531930489679243,0.03957642926258503,0.980070965831089,-0.029041877959709524,0.09761622503218803,test_compounds,1.1753034158954652,0,-0
C08,200,1.0303088664224718,1.0232622877992557,0.04800808195061143,0.0682005158309299,1.0068863855408678,0.009900902546223625,0.08188285556287234,test_compounds,0.8431206744151232,0,0
C09,200,1.0761061838230952,1.0441252545389133,0.07337106190974074,0.02279526724175215,1.0306293992460749,0.04352565182594458,0.07378483778658165,test_compounds,0.8830597236729116,0,0
C10,200,1.0389258982570662,0.9992876022806697,0.009833243794106723,0.03624854828349719,1.0396665543392414,0.05612089611957676,0.03897590721099503,test_compounds,0.9617147399172513,0,0
C11,200,0.8512101013320666,0.8534501076086396,0.062234802772926326,0.01801000202399849,0.9973753518142385,-0.003791544836768553,0.07589808638740528,test_compounds,1.149171524589049,0,-0
D03,200,0.9863950821025373,1.0139579591695091,0.1302010343015643,0.01827030776873002,0.9728165484399891,-0.03976032442284167,0.12959962364321342,test_compounds,1.232015795726416,0,-0
D04,200,0.5887527841021422,0.6076408006480196,0.07421876472027734,0.01978388418313032,0.968915819138981,-0.0455567673134038,0.12615058047405722,test_compounds,1.2212169800870953,0,-0
D05,200,0.9503958086703381,0.9562387674480284,0.04955712440485869,0.06275042677908363,0.9938896445358687,-0.008842422294293283,0.08330447452213097,test_compounds,1.1604985935801306,0,-0
D06,200,0.9767914032336817,0.949039480303774,0.093800469064168,0.04000045511769306,1.0292421163775238,0.04158239817911466,0.10793843090786978,test_compounds,0.8133652545617842,0,0
D07,200,0.9877378887283513,1.0511803264188935,0.09637630504643724,0.058644854021507334,0.9396464753990644,-0.08981002333209426,0.10561272563026594,test_compounds,1.1508719266595964,0,-0
D08,200,0.9484416212804612,1.0037618440846638,0.0659853038302679,0.041432442011020726,0.944887103320161,-0.08178613085530857,0.07643730710220041,test_compounds,1.0977617175245618,0,-0
D09,200,0.9376389197429975,0.9402290945427162,0.15205394311058373,0.03283839428144312,0.9972451662953714,-0.003979869383745393,0.1654282356145851,test_compounds,1.3281016375245416,0,-0
D10,200,1.0666805038514016,1.0834249593134841,0.11808158573995135,0.055008235211263266,0.9845448867333713,-0.022471112842387512,0.11990589372961633,test_compounds,1.224356674192604,0,-0
D11,200,0.9136187220009123,0.939139972967713,0.10946064381389811,0.028814164948401288,0.9728248698794572,-0.0397479837116082,0.12031520566464884,test_compounds,1.213455281208755,0,-0
E03,200,0.9194402290640549,1.0086878039346774,0.17108260259895275,0.046877868385647684,0.9115211123575733,-0.13365202299943932,0.17481930008457894,test_compounds,1.261159712526731,0,-0
E04,200,0.914705742520997,0.9369115733192906,0.14934143394226798,0.02887797105996011,0.9762989043676525,-0.034605182929465204,0.16221317774485058,test_compounds,1.3007252598573538,0,-0
E05,200,0.710246889267561,0.7481405200593074,0.037402672009316566,0.01160410924752478,0.9493495810269139,-0.07498866312502642,0.05211758988547588,test_compounds,1.0535847607978657,0,-0
E06,200,0.9272804308286153,1.028249053657036,0.07811847562839429,0.03238563434423391,0.9018052849459779,-0.14911213010708044,0.08110816894120541,test_compounds,1.0640216228283887,0,-0
E07,200,0.9935642697024191,1.0244107349599239,0.06499474721789328,0.06624544960891648,0.9698885767155578,-0.0441090785703045,0.0892140689603117,test_compounds,1.1483167146361812,0,-0
E08,200,0.9873863781137836,1.0047523776302876,0.07674375440597471,0.06920909686137089,0.982716139913536,-0.0251533443228473,0.10205939453130904,test_compounds,1.1868349289761542,0,-0
E09,200,0.8007125878009997,0.8941480226785402,0.1289982374574119,0.015349278009246575,0.8955033926064702,-0.15922919702871233,0.14508613787274302,test_compounds,1.1856756683519563,0,-0
E10,200,0.3886871707055437,0.40935647065099917,0.037282121243333896,0.007370130432462981,0.9495078215996315,-0.07474821021925283,0.09266547377807019,test_compounds,1.134838769155772,0,-0
E11,200,1.01433034424783,1.0138714928649828,0.05823794583336858,0.06195003001057909,1.0004525735125964,6.527778584158527e-4,0.0838831039943699,test_compounds,0.8326863655238566,0,0
F02,200,0.9121331071770471,0.9619137078858395,0.017583870318336442,0.010469977917350671,0.9482483716567428,-0.07666310577861583,0.020992609922079634,test_compounds,0.9902335915009021,2,-0.07666310577861583
F03,200,0.892950295661146,0.9229880321504134,0.09109792983310795,0.03467803064491126,0.9674559848633311,-0.047732068631734605,0.1051794213633619,test_compounds,1.1778148275900548,0,-0
F04,200,0.8566542307858709,0.9267411369349672,0.08152715653253165,0.07334012744439286,0.9243727257204786,-0.11345340220460733,0.11441314636712346,test_compounds,1.1531990184547256,0,-0
F05,200,0.7905706746520527,0.9219636562388331,0.08630133647067281,0.032040666099012016,0.8574857254972496,-0.221815439841842,0.09823501351988463,test_compounds,1.053955752537019,0,-0
F06,200,0.8104420905279852,0.9543602245884216,0.10836856565165102,0.043008469264517596,0.8491993585309963,-0.2358248134279861,0.11982644170549102,test_compounds,1.0888522419419784,0,-0
F07,200,0.8687610439032288,0.9249405555420959,0.11979473188124878,0.019588282992560976,0.9392614895062733,-0.09040123616049134,0.1310347490988488,test_compounds,1.2013309877039708,0,-0
F08,200,0.79826166020761,0.908638455746845,0.14784510601705025,0.006781927055107284,0.8785250669932168,-0.18684464358727493,0.16284266931768054,test_compounds,1.2042104056285778,0,-0
F09,200,0.865857695256276,1.0010679394408768,0.13181730351557058,0.03697895349114826,0.8649339981259221,-0.20933804792921631,0.1354974747553514,test_compounds,1.135928947636625,0,-0
F10,200,0.8564836950865135,0.9582357866175479,0.14846097345899661,0.009310191441961064,0.8938130959497906,-0.16195491195416342,0.15517476388402718,test_compounds,1.204162623717845,0,-0
F11,200,0.8083698348024582,0.8694879299182938,0.10909327938137779,0.049713145266161496,0.9297079430170135,-0.10515051343557741,0.13626412090796816,test_compounds,1.20223618483295,0,-0
G02,200,0.9608820889893027,0.9874689852485106,0.02283327771095179,0.033555193516840914,0.9730757151299118,-0.03937602925139175,0.04034899412574667,test_compounds,1.0537737033814052,0,-0
G03,200,0.9204673958142501,0.9656760713886188,0.018927860285157794,0.03432716467277508,0.9531844301481347,-0.06917270896086791,0.03914397274983465,test_compounds,1.031472375647804,0,-0
G04,200,0.8362193985101886,0.9325043972829125,0.06060456644541767,0.029322187821149755,0.8967457965310678,-0.15722901727829675,0.07084468012726962,test_compounds,1.038435156785607,0,-0
G05,200,0.8239968413495259,0.9131287274805618,0.0800608743550232,0.024274778282680425,0.902388476620419,-0.14817945005482594,0.09090013372561292,test_compounds,1.084188744071645,0,-0
G06,200,0.5738985992701239,0.6491584331340748,0.05061432476297383,0.00909321795974331,0.8840655377446093,-0.17777477111407736,0.07894645958721251,test_compounds,1.0419584569190343,0,-0
G07,200,0.9399968645370167,1.0328087757009148,0.08403332017443481,0.03496528694895695,0.9101364034199735,-0.1358453146415975,0.08700273199779718,test_compounds,1.0841418674155678,0,-0
G08,200,0.9037620277975198,1.0190886576821123,0.15717252513551613,0.026562554253801662,0.8868335654457193,-0.17326471960132545,0.15595111887947466,test_compounds,1.1987358032046687,0,-0
G09,200,0.9115607311206902,0.8746441994380515,0.15322907653499782,0.01933550735539185,1.0422074847193374,0.05964252078086795,0.17669870226151155,test_compounds,0.6888100801963144,0,0
G10,200,0.9594695492104636,0.9629610335781839,0.14652002123970648,0.043866517461741195,0.9963742205074004,-0.005240400112371507,0.1587812548080712,test_compounds,1.313936730123543,0,-0
G11,200,0.9829565200516933,0.9620932258151147,0.06211809964013993,0.039056699868089066,1.0216853145586828,0.03095090563452209,0.07673956721452609,test_compounds,0.8682061801296307,0,0
H02,200,0.8983087858175844,0.9364261330658332,0.027499818802573187,0.013609934512577306,0.9592948702494519,-0.05995375257568521,0.032508392672879596,test_compounds,1.0243116555952112,0,-0
H03,200,0.903960207433608,0.9501533160945388,0.05768966123434797,0.00882222822554342,0.9513835210818392,-0.071901058297741,0.06135540343569578,test_compounds,1.0740943279532307,0,-0
H04,200,0.7936542923723915,0.8731130544137148,0.044209910843550033,0.02688021873043416,0.9089937303770141,-0.13765775116675172,0.057853576281713955,test_compounds,1.024700882940442,0,-0
H05,200,0.777099966062208,0.9239315519978804,0.06990245896184274,0.047713771565523366,0.8410795847179714,-0.24968577711123732,0.08723923829470988,test_compounds,1.0155580613073911,0,-0
H06,200,0.6238473788728893,0.8282062731196123,0.10927128846527737,0.01021548917231825,0.7532512118304026,-0.4087970060582567,0.13226401441035315,test_compounds,1.0177792406511088,0,-0
H07,200,0.8766459932967378,0.9496486078087186,0.07281509643919566,0.02291542043025854,0.9231267082248118,-0.11539940933336457,0.07984596512036,test_compounds,1.0828186384655318,0,-0
H08,200,0.8619201003013268,0.9748141631242049,0.11245616108400426,0.037888080521635455,0.8841891438455703,-0.1775730740270828,0.12037156459360532,test_compounds,1.124932273032781,0,-0
H09,200,0.8738552475636131,1.0317988196958618,0.16261039145597023,0.020548263528337503,0.8469240620193722,-0.2396954762855737,0.15849890060891433,test_compounds,1.1639218632372008,0,-0
